timestamp,it_rpm,it_temp_c,it_pressure_bar,it_vibration_mms,physical_rpm,physical_temp_c,physical_pressure_bar,physical_vibration_mms,attack_mode,label
2025-01-01T00:01:01,1189.14,274.64,69.72,0.1227,1237.72,288.64,69.22,0.1197,0,normal
2025-01-01T00:01:01.500000,1199.91,280.05,74.16,0.1232,1189.39,285.23,72.6,0.1077,0,normal
2025-01-01T00:01:02,1194.07,282.08,70.56,0.119,1286.29,290.48,70.36,0.1234,0,normal
2025-01-01T00:01:02.500000,1233.58,288.95,72.09,0.1177,1233.51,288.36,74.58,0.1238,0,normal
2025-01-01T00:01:03,1225.19,282.71,73.9,0.1207,1299.61,279.11,77.0,0.1212,0,normal
2025-01-01T00:01:03.500000,1184.37,282.93,71.54,0.1215,1225.1,280.09,71.93,0.1329,0,normal
2025-01-01T00:01:04,1241.46,286.87,72.05,0.1204,1229.45,276.26,71.26,0.11,0,normal
2025-01-01T00:01:04.500000,1209.58,287.77,71.3,0.1257,1141.16,272.48,72.65,0.1263,0,normal
2025-01-01T00:01:05,1240.41,283.04,73.55,0.1199,1191.71,292.56,73.88,0.1105,0,normal
2025-01-01T00:01:05.500000,1235.44,290.9,71.1,0.1214,1223.71,287.23,70.42,0.116,0,normal
2025-01-01T00:01:06,1199.39,290.01,72.78,0.1187,1237.04,260.64,75.31,0.1096,0,normal
2025-01-01T00:01:06.500000,1191.3,280.21,70.14,0.1242,1177.55,287.96,71.86,0.1229,0,normal
2025-01-01T00:01:07,1201.84,279.52,73.43,0.1182,1125.28,281.34,76.32,0.1251,0,normal
2025-01-01T00:01:07.500000,1191.63,283.51,71.54,0.1275,1218.33,288.68,74.97,0.1214,0,normal
2025-01-01T00:01:08,1193.78,284.16,71.9,0.1199,1234.93,285.44,74.11,0.1195,0,normal
2025-01-01T00:01:08.500000,1201.89,276.46,73.32,0.1212,1247.9,260.24,78.01,0.1192,0,normal
2025-01-01T00:01:09,1226.6,280.55,72.88,0.1162,1170.06,301.36,71.45,0.1213,0,normal
2025-01-01T00:01:09.500000,1220.88,287.12,72.22,0.1213,1315.36,284.51,72.58,0.1263,0,normal
2025-01-01T00:01:10,1226.53,290.07,72.92,0.1159,1278.4,275.2,72.87,0.1155,0,normal
2025-01-01T00:01:10.500000,1198.46,286.41,72.46,0.1215,1277.46,288.88,71.3,0.1258,0,normal
2025-01-01T00:01:11,1228.55,279.75,72.86,0.1225,1185.72,296.76,71.57,0.1208,0,normal
2025-01-01T00:01:11.500000,1195.85,285.07,70.42,0.1148,1276.54,277.76,69.14,0.1071,0,normal
2025-01-01T00:01:12,1184.66,279.34,74.36,0.1236,1166.97,304.26,74.83,0.1181,0,normal
2025-01-01T00:01:12.500000,1140.01,294.79,70.0,0.1141,1249.08,305.86,75.99,0.1234,0,normal
2025-01-01T00:01:13,1214.27,288.65,73.09,0.121,1205.0,284.46,69.83,0.1183,0,normal
2025-01-01T00:01:13.500000,1159.37,284.58,70.58,0.116,1208.63,296.9,74.64,0.1106,0,normal
2025-01-01T00:01:14,1176.25,289.02,70.59,0.1192,1226.4,276.72,72.3,0.112,0,normal
2025-01-01T00:01:14.500000,1185.57,286.37,69.71,0.1216,1199.06,289.72,72.64,0.1282,0,normal
2025-01-01T00:01:15,1203.01,283.16,72.18,0.122,1202.35,285.35,69.98,0.116,0,normal
2025-01-01T00:01:15.500000,1166.34,292.48,70.21,0.1175,1165.52,292.65,71.15,0.1275,0,normal
2025-01-01T00:01:16,1183.84,286.19,70.8,0.1277,1143.0,287.65,73.83,0.1225,0,normal
2025-01-01T00:01:16.500000,1195.55,284.45,72.06,0.1195,1246.27,303.9,70.39,0.1118,0,normal
2025-01-01T00:01:17,1197.88,296.03,70.84,0.1259,1280.53,280.27,73.64,0.1298,0,normal
2025-01-01T00:01:17.500000,1190.9,284.13,71.16,0.1163,1168.83,274.54,72.1,0.1154,0,normal
2025-01-01T00:01:18,1205.61,278.35,72.48,0.123,1104.3,288.2,75.54,0.1127,0,normal
2025-01-01T00:01:18.500000,1240.14,286.79,70.98,0.1198,1226.8,285.65,73.55,0.1145,0,normal
2025-01-01T00:01:19,1204.06,278.96,71.84,0.1167,1164.69,295.57,75.14,0.1237,0,normal
2025-01-01T00:01:19.500000,1173.78,283.65,73.75,0.1205,1311.33,288.36,72.55,0.1181,0,normal
2025-01-01T00:01:20,1203.2,284.35,73.02,0.1234,1162.27,273.62,66.71,0.123,0,normal
2025-01-01T00:01:20.500000,1173.52,275.8,72.56,0.129,1199.71,292.17,72.24,0.1194,0,normal
2025-01-01T00:01:21,1222.06,283.76,72.39,0.1212,1167.93,293.48,71.5,0.1155,0,normal
2025-01-01T00:01:21.500000,1212.88,281.16,72.04,0.12,1252.12,289.06,71.93,0.1249,0,normal
2025-01-01T00:01:22,1233.36,287.38,72.01,0.1153,1148.87,282.39,70.24,0.1189,0,normal
2025-01-01T00:01:22.500000,1201.36,287.26,71.9,0.1218,1203.09,268.11,69.29,0.1191,0,normal
2025-01-01T00:01:23,1170.97,287.56,74.2,0.1244,1189.75,297.75,72.43,0.118,0,normal
2025-01-01T00:01:23.500000,1185.28,283.71,71.44,0.1206,1207.71,285.03,73.26,0.1271,0,normal
2025-01-01T00:01:24,1222.79,278.65,68.32,0.1234,1134.39,283.08,68.63,0.1092,0,normal
2025-01-01T00:01:24.500000,1213.0,288.25,71.17,0.1107,1173.78,288.35,67.74,0.1211,0,normal
2025-01-01T00:01:25,1199.63,287.48,72.17,0.1165,1257.44,283.64,71.92,0.1144,0,normal
2025-01-01T00:01:25.500000,1189.36,281.22,71.75,0.1262,1134.15,271.2,76.24,0.1187,0,normal
2025-01-01T00:01:26,1183.94,289.45,71.13,0.1266,1232.54,280.83,78.21,0.1164,0,normal
2025-01-01T00:01:26.500000,1217.81,286.28,73.87,0.1256,1201.54,278.56,73.32,0.1159,0,normal
2025-01-01T00:01:27,1248.32,285.58,71.47,0.1207,1135.34,276.69,75.46,0.1161,0,normal
2025-01-01T00:01:27.500000,1174.87,287.29,73.71,0.1226,1247.81,278.53,67.91,0.129,0,normal
2025-01-01T00:01:28,1192.26,283.93,73.91,0.122,1221.88,303.51,70.15,0.1256,0,normal
2025-01-01T00:01:28.500000,1201.37,286.15,74.2,0.1218,1225.84,294.17,70.95,0.115,0,normal
2025-01-01T00:01:29,1174.92,276.59,74.96,0.116,1189.38,282.63,72.89,0.1249,0,normal
2025-01-01T00:01:29.500000,1220.65,282.51,71.76,0.121,1188.06,298.74,73.41,0.1244,0,normal
2025-01-01T00:01:30,1215.91,290.02,72.26,0.1153,1219.19,279.43,70.48,0.1235,0,normal
2025-01-01T00:01:30.500000,1229.72,285.09,72.44,0.1261,1211.56,307.24,73.63,0.1094,0,normal
2025-01-01T00:01:31,1218.08,286.63,73.86,0.1224,1193.35,274.53,71.4,0.1149,0,normal
2025-01-01T00:01:31.500000,1186.07,287.52,74.4,0.1214,1142.6,288.8,75.45,0.1163,0,normal
2025-01-01T00:01:32,1196.78,285.06,70.87,0.1223,1194.19,288.59,69.44,0.1174,0,normal
2025-01-01T00:01:32.500000,1217.34,283.41,74.49,0.1186,1210.78,292.97,67.92,0.1094,0,normal
2025-01-01T00:01:33,1163.38,290.4,71.21,0.1292,1172.92,286.58,76.44,0.132,0,normal
2025-01-01T00:01:33.500000,1249.48,290.17,73.47,0.1221,1237.36,280.29,69.64,0.12,0,normal
2025-01-01T00:01:34,1195.92,283.06,73.0,0.1234,1204.24,297.63,68.71,0.1188,0,normal
2025-01-01T00:01:34.500000,1182.8,277.02,71.88,0.1196,1272.65,290.39,69.05,0.1311,0,normal
2025-01-01T00:01:35,1229.3,287.49,71.67,0.1165,1182.13,294.31,77.43,0.1293,0,normal
2025-01-01T00:01:35.500000,1188.27,280.21,72.2,0.1136,1215.51,283.74,70.66,0.1104,0,normal
2025-01-01T00:01:36,1212.33,282.72,70.32,0.1097,1198.68,300.15,76.78,0.1173,0,normal
2025-01-01T00:01:36.500000,1185.55,287.0,70.56,0.1211,1236.77,295.49,71.71,0.1188,0,normal
2025-01-01T00:01:37,1178.93,281.47,71.67,0.1213,1243.85,278.13,76.3,0.1184,0,normal
2025-01-01T00:01:37.500000,1199.49,281.81,68.51,0.1232,1235.37,282.59,72.19,0.1231,0,normal
2025-01-01T00:01:38,1162.5,282.74,73.14,0.1155,1214.09,273.4,73.34,0.1198,0,normal
2025-01-01T00:01:38.500000,1161.24,289.98,70.94,0.1171,1209.63,294.82,69.07,0.1204,0,normal
2025-01-01T00:01:39,1210.29,287.96,72.25,0.1187,1160.28,285.74,68.91,0.1025,0,normal
2025-01-01T00:01:39.500000,1210.48,288.86,68.6,0.1164,1229.72,302.59,72.06,0.1156,0,normal
2025-01-01T00:01:40,1195.61,290.88,71.07,0.1171,1176.83,276.85,72.35,0.1297,0,normal
2025-01-01T00:01:40.500000,1207.75,283.92,71.58,0.1144,1242.39,284.33,71.48,0.1392,0,normal
2025-01-01T00:01:41,1207.17,281.79,71.39,0.1241,1205.44,272.7,74.65,0.116,0,normal
2025-01-01T00:01:41.500000,1244.96,289.62,71.36,0.1246,1203.26,292.29,73.4,0.1149,0,normal
2025-01-01T00:01:42,1184.55,289.4,71.52,0.1185,1154.15,288.62,77.94,0.1136,0,normal
2025-01-01T00:01:42.500000,1200.58,291.04,71.89,0.1216,1149.01,288.66,71.46,0.1259,0,normal
2025-01-01T00:01:43,1228.5,296.07,72.83,0.1212,1209.33,281.98,72.97,0.1182,0,normal
2025-01-01T00:01:43.500000,1204.04,290.63,70.55,0.1241,1263.22,283.99,65.89,0.1164,0,normal
2025-01-01T00:01:44,1231.13,284.9,70.56,0.1182,1240.35,289.67,71.31,0.1178,0,normal
2025-01-01T00:01:44.500000,1190.6,281.06,74.33,0.1188,1258.42,298.01,74.88,0.1174,0,normal
2025-01-01T00:01:45,1209.69,284.9,70.7,0.1212,1143.41,295.15,70.66,0.1212,0,normal
2025-01-01T00:01:45.500000,1206.8,283.89,72.84,0.1183,1241.82,273.49,72.36,0.1316,0,normal
2025-01-01T00:01:46,1175.99,282.1,72.74,0.1206,1216.83,289.18,73.83,0.1267,0,normal
2025-01-01T00:01:46.500000,1209.84,283.97,72.97,0.1268,1193.63,276.67,75.19,0.1193,0,normal
2025-01-01T00:01:47,1147.86,288.62,71.23,0.1197,1215.94,286.63,74.04,0.1174,0,normal
2025-01-01T00:01:47.500000,1212.31,283.89,73.06,0.1222,1155.1,294.29,70.46,0.1248,0,normal
2025-01-01T00:01:48,1208.81,292.86,71.68,0.1187,1199.07,282.41,74.3,0.1103,0,normal
2025-01-01T00:01:48.500000,1174.71,280.44,73.37,0.1262,1194.99,283.56,72.2,0.127,0,normal
2025-01-01T00:01:49,1177.74,286.02,73.4,0.1218,1209.1,293.56,64.21,0.1241,0,normal
2025-01-01T00:01:49.500000,1184.3,277.17,72.74,0.1249,1193.4,293.15,76.64,0.1279,0,normal
2025-01-01T00:01:50,1239.36,288.17,72.11,0.1142,1188.19,277.79,78.25,0.1189,0,normal
2025-01-01T00:01:50.500000,1202.96,287.36,72.06,0.1261,1170.11,286.66,69.86,0.1121,0,normal
2025-01-01T00:01:51,1185.32,284.84,71.38,0.1175,1132.5,284.29,67.67,0.1246,0,normal
2025-01-01T00:01:51.500000,1201.98,278.77,71.55,0.1173,1215.32,296.46,66.6,0.1207,0,normal
2025-01-01T00:01:52,1196.16,287.87,72.31,0.1173,1184.69,278.19,75.1,0.1201,0,normal
2025-01-01T00:01:52.500000,1245.63,284.74,70.98,0.1146,1113.45,271.46,72.77,0.1231,0,normal
2025-01-01T00:01:53,1162.05,288.83,71.3,0.1205,1277.39,292.67,71.23,0.1147,0,normal
2025-01-01T00:01:53.500000,1148.36,281.93,71.7,0.1164,1193.7,285.66,71.35,0.1161,0,normal
2025-01-01T00:01:54,1204.05,286.89,70.43,0.1251,1195.27,285.16,74.04,0.1214,0,normal
2025-01-01T00:01:54.500000,1222.88,286.23,71.12,0.1213,1145.1,285.93,71.9,0.1188,0,normal
2025-01-01T00:01:55,1196.92,276.96,71.21,0.1203,1207.67,276.21,75.65,0.1148,0,normal
2025-01-01T00:01:55.500000,1223.27,286.83,71.07,0.1264,1142.71,292.86,74.88,0.116,0,normal
2025-01-01T00:01:56,1233.42,283.93,72.42,0.1209,1193.55,291.93,74.29,0.1095,0,normal
2025-01-01T00:01:56.500000,1231.3,277.89,73.49,0.1241,1147.63,281.49,68.82,0.1187,0,normal
2025-01-01T00:01:57,1192.61,288.33,73.89,0.125,1173.02,283.21,67.15,0.1152,0,normal
2025-01-01T00:01:57.500000,1223.16,291.91,70.22,0.1179,1198.73,287.4,69.67,0.1225,0,normal
2025-01-01T00:01:58,1188.63,284.94,72.79,0.12,1179.05,284.06,71.75,0.1178,0,normal
2025-01-01T00:01:58.500000,1193.79,291.83,72.81,0.1189,1233.45,282.15,75.38,0.1222,0,normal
2025-01-01T00:01:59,1197.42,286.91,69.74,0.1159,1142.69,286.22,76.99,0.1334,0,normal
2025-01-01T00:01:59.500000,1215.31,287.14,69.41,0.118,1162.19,279.69,71.52,0.1172,0,normal
2025-01-01T00:02:00,1152.5,288.2,70.46,0.1209,1299.56,277.14,64.71,0.1183,0,normal
2025-01-01T00:02:00.500000,1226.42,293.37,70.23,0.1218,1177.67,284.09,79.62,0.111,0,normal
2025-01-01T00:02:01,1206.09,287.0,73.56,0.1204,1214.79,281.65,72.78,0.1179,0,normal
2025-01-01T00:02:01.500000,1214.92,283.42,72.54,0.1199,1254.05,284.56,66.89,0.1276,0,normal
2025-01-01T00:02:02,1178.26,282.21,71.14,0.1249,1097.49,311.83,75.04,0.1213,0,normal
2025-01-01T00:02:02.500000,1198.68,286.22,72.75,0.1223,1226.67,285.77,71.43,0.1191,0,normal
2025-01-01T00:02:03,1195.32,289.85,72.85,0.1094,1231.48,286.66,71.95,0.1177,0,normal
2025-01-01T00:02:03.500000,1226.98,289.05,70.89,0.1215,1153.36,273.2,70.2,0.1252,0,normal
2025-01-01T00:02:04,1222.88,287.19,73.04,0.1219,1169.21,288.69,74.31,0.1245,0,normal
2025-01-01T00:02:04.500000,1228.53,288.03,72.51,0.1239,1198.73,277.46,71.53,0.1155,0,normal
