timestamp,it_rpm,it_temp_c,it_pressure_bar,it_vibration_mms,physical_rpm,physical_temp_c,physical_pressure_bar,physical_vibration_mms,attack_mode,label
2025-01-02T00:00:20,1186.38,283.45,72.14,0.1208,1226.1,279.99,73.91,0.1232,0,normal
2025-01-02T00:00:20.500000,1190.52,277.65,70.73,0.1256,1098.39,300.02,65.78,0.1144,0,normal
2025-01-02T00:00:21,1191.01,292.62,72.04,0.1192,1143.88,290.95,70.15,0.1184,0,normal
2025-01-02T00:00:21.500000,1191.4,288.08,73.1,0.1168,1162.36,276.72,72.66,0.1265,0,normal
2025-01-02T00:00:22,1204.72,275.63,73.09,0.1151,1157.09,287.26,71.7,0.1263,0,normal
2025-01-02T00:00:22.500000,1185.34,280.87,71.55,0.1235,1237.78,285.99,76.77,0.1282,0,normal
2025-01-02T00:00:23,1218.92,279.96,73.13,0.1193,1176.3,277.22,71.38,0.1155,0,normal
2025-01-02T00:00:23.500000,1204.07,284.26,72.32,0.122,1182.34,276.59,64.78,0.1255,0,normal
2025-01-02T00:00:24,1201.89,284.25,73.69,0.1154,1203.37,274.01,74.36,0.104,0,normal
2025-01-02T00:00:24.500000,1219.3,288.26,70.67,0.1202,1145.91,289.87,74.95,0.1128,0,normal
2025-01-02T00:00:25,1168.88,289.69,74.8,0.1218,1234.11,281.21,72.65,0.1225,0,normal
2025-01-02T00:00:25.500000,1195.62,290.77,72.25,0.1211,1190.28,284.31,76.39,0.1211,0,normal
2025-01-02T00:00:26,1204.06,285.78,71.48,0.1149,1294.35,297.18,76.5,0.1123,0,normal
2025-01-02T00:00:26.500000,1234.68,293.41,73.5,0.1259,1247.87,275.35,73.83,0.1127,0,normal
2025-01-02T00:00:27,1185.66,286.35,72.26,0.1217,1092.47,283.24,73.98,0.1254,0,normal
2025-01-02T00:00:27.500000,1219.53,286.07,71.45,0.1218,1182.02,295.27,73.54,0.1196,0,normal
2025-01-02T00:00:28,1181.54,289.79,72.81,0.1276,1231.57,291.95,66.73,0.1222,0,normal
2025-01-02T00:00:28.500000,1192.4,288.53,72.48,0.1235,1327.96,275.9,75.41,0.1249,0,normal
2025-01-02T00:00:29,1247.5,288.02,72.87,0.1231,1255.28,301.58,69.05,0.1172,0,normal
2025-01-02T00:00:29.500000,1241.65,276.63,71.88,0.1205,1189.39,303.02,73.71,0.1172,0,normal
2025-01-02T00:00:30,1184.77,286.2,73.68,0.1205,1191.93,277.07,73.35,0.1223,0,normal
2025-01-02T00:00:30.500000,1182.62,289.39,74.46,0.1202,1218.13,272.4,74.65,0.1233,0,normal
2025-01-02T00:00:31,1192.17,281.82,74.66,0.1214,1144.94,294.75,72.83,0.1204,0,normal
2025-01-02T00:00:31.500000,1223.49,273.83,69.4,0.125,1192.26,280.13,67.18,0.1214,0,normal
2025-01-02T00:00:32,1207.61,291.16,72.54,0.1189,1224.34,297.65,75.21,0.1245,0,normal
2025-01-02T00:00:32.500000,1206.59,282.51,70.51,0.1157,1223.64,290.68,75.94,0.124,0,normal
2025-01-02T00:00:33,1225.22,284.44,73.11,0.1164,1196.39,264.12,72.11,0.1288,0,normal
2025-01-02T00:00:33.500000,1201.69,288.09,72.39,0.1179,1188.8,298.45,74.58,0.1156,0,normal
2025-01-02T00:00:34,1166.7,285.88,71.16,0.1194,1112.73,296.86,71.65,0.1204,0,normal
2025-01-02T00:00:34.500000,1180.01,283.81,72.18,0.1178,1187.05,300.8,65.7,0.1213,0,normal
2025-01-02T00:00:35,1181.15,290.71,71.74,0.1162,1187.06,288.99,81.99,0.1048,0,normal
2025-01-02T00:00:35.500000,1171.22,290.58,69.83,0.12,1171.0,277.7,71.38,0.1176,0,normal
2025-01-02T00:00:36,1225.37,290.68,72.61,0.1192,1215.51,294.18,75.61,0.1227,0,normal
2025-01-02T00:00:36.500000,1236.66,282.36,73.64,0.1225,1163.4,287.65,73.09,0.119,0,normal
2025-01-02T00:00:37,1196.33,278.48,71.01,0.1191,1165.65,275.25,75.82,0.1193,0,normal
2025-01-02T00:00:37.500000,1252.0,285.95,73.5,0.1193,1160.3,288.0,76.66,0.1194,0,normal
2025-01-02T00:00:38,1210.72,286.1,71.86,0.1198,1140.09,284.87,74.35,0.1221,0,normal
2025-01-02T00:00:38.500000,1204.42,288.1,72.28,0.1201,1244.11,286.56,71.15,0.1234,0,normal
2025-01-02T00:00:39,1199.15,283.8,72.22,0.1206,1133.78,288.8,78.65,0.1129,0,normal
2025-01-02T00:00:39.500000,1187.94,296.88,70.82,0.1246,1186.28,285.69,71.53,0.1231,0,normal
2025-01-02T00:00:40,1162.09,285.8,71.42,0.1133,1267.25,260.97,79.73,0.1244,0,normal
2025-01-02T00:00:40.500000,1167.34,290.72,70.92,0.1175,1091.94,275.15,69.31,0.1259,0,normal
2025-01-02T00:00:41,1228.01,279.7,72.39,0.1134,1216.46,309.65,65.59,0.1127,0,normal
2025-01-02T00:00:41.500000,1217.45,288.61,70.64,0.1253,1151.07,304.08,73.69,0.1292,0,normal
2025-01-02T00:00:42,1208.9,287.81,73.02,0.1241,1198.03,274.74,71.72,0.1152,0,normal
2025-01-02T00:00:42.500000,1185.55,292.07,72.9,0.1221,1264.36,292.04,78.72,0.1049,0,normal
2025-01-02T00:00:43,1176.06,282.0,70.02,0.1204,1209.6,307.52,75.25,0.1163,0,normal
2025-01-02T00:00:43.500000,1211.86,277.19,72.2,0.1203,1145.87,282.71,69.51,0.1133,0,normal
2025-01-02T00:00:44,1216.19,289.42,72.73,0.1184,1160.25,280.36,71.21,0.1137,0,normal
2025-01-02T00:00:44.500000,1225.29,284.14,73.1,0.115,1158.7,294.8,75.14,0.1113,0,normal
2025-01-02T00:00:45,1207.27,286.41,70.98,0.1213,1105.17,274.43,74.16,0.1202,0,normal
2025-01-02T00:00:45.500000,1201.95,284.25,72.77,0.1221,1247.49,286.43,70.6,0.116,0,normal
2025-01-02T00:00:46,1174.64,283.28,71.13,0.1258,1137.18,296.83,71.04,0.1185,0,normal
2025-01-02T00:00:46.500000,1209.63,278.94,70.85,0.1155,1177.18,274.64,76.74,0.1158,0,normal
2025-01-02T00:00:47,1142.92,283.57,73.16,0.1259,1186.23,279.11,71.95,0.123,0,normal
2025-01-02T00:00:47.500000,1172.91,283.95,71.93,0.1202,1191.33,274.33,73.22,0.1197,0,normal
2025-01-02T00:00:48,1198.87,280.37,72.92,0.1166,1296.99,271.56,74.74,0.1063,0,normal
2025-01-02T00:00:48.500000,1145.8,282.63,68.75,0.1226,1198.69,300.97,71.4,0.1218,0,normal
2025-01-02T00:00:49,1193.56,281.26,71.41,0.1157,1223.25,281.49,71.64,0.1403,0,normal
2025-01-02T00:00:49.500000,1190.33,286.34,71.92,0.1242,1214.31,281.91,80.25,0.1138,0,normal
2025-01-02T00:00:50,1195.35,288.92,70.82,0.1228,1171.23,296.44,75.52,0.1194,0,normal
2025-01-02T00:00:50.500000,1175.99,283.33,71.98,0.1232,1272.07,297.98,74.64,0.1835,1,attack
2025-01-02T00:00:51,1195.19,285.7,72.04,0.1184,1369.96,310.22,79.22,0.2187,1,attack
2025-01-02T00:00:51.500000,1208.42,289.67,74.16,0.1146,1355.8,302.79,82.13,0.2462,1,attack
2025-01-02T00:00:52,1174.86,291.13,71.32,0.1153,1514.45,293.94,81.4,0.3067,1,attack
2025-01-02T00:00:52.500000,1165.38,285.86,70.78,0.121,1591.55,316.53,85.21,0.4006,1,attack
2025-01-02T00:00:53,1222.94,274.94,72.92,0.1217,1484.78,349.86,78.18,0.4044,1,attack
2025-01-02T00:00:53.500000,1218.77,278.91,72.11,0.1248,1602.98,328.62,80.09,0.5403,1,attack
2025-01-02T00:00:54,1170.72,288.31,75.16,0.122,1596.77,336.43,80.89,0.535,1,attack
2025-01-02T00:00:54.500000,1202.83,287.9,74.32,0.113,1464.58,367.81,84.48,0.6154,1,attack
2025-01-02T00:00:55,1212.03,284.2,74.84,0.1218,1681.51,346.96,84.99,0.6349,1,attack
2025-01-02T00:00:55.500000,1240.55,285.53,70.31,0.1215,1899.5,373.92,83.66,0.6726,1,attack
2025-01-02T00:00:56,1234.26,278.06,72.53,0.118,1943.8,349.98,84.8,0.8039,1,attack
2025-01-02T00:00:56.500000,1219.09,290.81,72.68,0.1213,1974.41,351.7,85.74,0.7657,1,attack
2025-01-02T00:00:57,1135.54,288.6,74.06,0.122,1964.64,380.09,91.29,0.9744,1,attack
2025-01-02T00:00:57.500000,1237.18,282.5,73.6,0.1244,2044.39,391.48,94.03,0.8555,1,attack
2025-01-02T00:00:58,1162.3,288.35,70.42,0.115,1821.13,384.74,95.51,1.0207,1,attack
2025-01-02T00:00:58.500000,1220.41,283.33,72.15,0.123,2132.35,389.57,96.55,0.9234,1,attack
2025-01-02T00:00:59,1200.0,282.36,74.19,0.1165,2148.46,398.64,93.79,1.1278,1,attack
2025-01-02T00:00:59.500000,1189.96,292.92,69.16,0.1223,2178.72,411.47,99.32,1.2267,1,attack
2025-01-02T00:01:00,1206.36,289.28,72.07,0.1163,2230.02,438.32,97.16,1.1333,1,attack
2025-01-02T00:01:00.500000,1214.87,286.44,70.89,0.1192,2271.18,425.81,103.81,1.2358,1,attack
2025-01-02T00:01:01,1216.76,282.72,74.4,0.1261,2243.63,411.2,106.9,1.3416,1,attack
2025-01-02T00:01:01.500000,1213.24,282.2,71.81,0.1188,2432.44,417.22,102.77,1.2721,1,attack
2025-01-02T00:01:02,1187.63,284.58,72.73,0.1221,2541.14,419.36,111.25,1.3751,1,attack
2025-01-02T00:01:02.500000,1186.28,286.15,71.51,0.1213,2568.42,438.69,105.03,1.4713,1,attack
2025-01-02T00:01:03,1223.0,283.01,71.27,0.1163,2435.95,434.39,103.59,1.6868,1,attack
2025-01-02T00:01:03.500000,1216.58,290.46,70.63,0.113,2645.19,500.44,106.08,1.6039,1,attack
2025-01-02T00:01:04,1162.33,285.12,71.82,0.1125,2518.24,451.49,101.39,1.5771,1,attack
2025-01-02T00:01:04.500000,1212.21,282.29,73.65,0.1187,2752.17,488.84,119.99,1.6302,1,attack
2025-01-02T00:01:05,1210.62,280.95,74.48,0.1163,2812.95,516.32,106.05,1.8208,1,attack
2025-01-02T00:01:05.500000,1176.17,294.95,69.28,0.1145,2654.31,471.23,117.13,2.0083,1,attack
2025-01-02T00:01:06,1227.72,286.0,72.01,0.1178,2920.0,495.23,116.61,1.7842,1,attack
2025-01-02T00:01:06.500000,1171.16,285.11,72.0,0.1179,2804.24,517.4,119.54,2.1382,1,attack
2025-01-02T00:01:07,1233.14,279.9,71.73,0.1151,2695.06,557.83,126.99,1.9017,1,attack
2025-01-02T00:01:07.500000,1229.84,290.95,69.23,0.1231,2945.76,527.46,137.6,2.2242,1,attack
2025-01-02T00:01:08,1196.92,291.08,69.23,0.1218,3153.02,541.05,117.88,2.1334,1,attack
2025-01-02T00:01:08.500000,1220.54,275.07,71.54,0.1167,3227.43,562.27,118.58,2.0004,1,attack
2025-01-02T00:01:09,1202.81,280.07,71.67,0.1188,3268.12,546.4,124.68,2.4104,1,attack
2025-01-02T00:01:09.500000,1206.47,283.21,71.57,0.1172,3063.59,515.94,132.13,2.1525,1,attack
2025-01-02T00:01:10,1207.58,283.72,71.96,0.1242,3308.97,532.59,122.83,2.4229,1,attack
2025-01-02T00:01:10.500000,1211.6,288.94,71.66,0.115,3416.41,565.36,129.54,2.1631,1,attack
2025-01-02T00:01:11,1184.63,280.99,72.58,0.1216,3376.64,588.32,138.74,2.4643,1,attack
2025-01-02T00:01:11.500000,1216.11,282.68,70.96,0.1236,3285.72,589.08,141.7,2.5646,1,attack
2025-01-02T00:01:12,1198.06,279.27,72.24,0.1236,3456.79,603.49,134.25,2.5665,1,attack
2025-01-02T00:01:12.500000,1192.4,278.78,71.39,0.1184,3641.85,586.14,140.41,2.6205,1,attack
2025-01-02T00:01:13,1187.9,281.52,71.13,0.1206,3525.05,567.66,141.33,2.6556,1,attack
2025-01-02T00:01:13.500000,1206.59,281.48,70.5,0.1194,3274.46,618.61,131.14,2.6431,1,attack
2025-01-02T00:01:14,1210.25,284.04,70.32,0.1254,3412.78,552.33,143.28,2.5008,1,attack
2025-01-02T00:01:14.500000,1230.07,286.61,72.41,0.118,3593.32,604.07,132.56,2.998,1,attack
2025-01-02T00:01:15,1182.17,287.16,73.45,0.1168,3871.55,597.83,138.79,2.7716,1,attack
2025-01-02T00:01:15.500000,1183.31,285.67,70.25,0.1233,3594.51,588.58,138.23,2.7863,1,attack
2025-01-02T00:01:16,1208.53,285.36,69.66,0.1236,3747.31,625.99,155.42,3.07,1,attack
2025-01-02T00:01:16.500000,1205.05,279.13,70.05,0.1242,3723.66,615.82,131.98,2.9262,1,attack
2025-01-02T00:01:17,1227.39,291.51,71.35,0.1223,3781.93,641.83,139.97,2.7091,1,attack
2025-01-02T00:01:17.500000,1231.68,285.42,71.49,0.1206,3660.04,630.3,138.63,2.7141,1,attack
2025-01-02T00:01:18,1257.05,280.69,72.51,0.1202,3605.14,611.63,130.6,3.2034,1,attack
2025-01-02T00:01:18.500000,1193.57,284.22,74.8,0.117,4045.94,634.69,126.15,2.7865,1,attack
2025-01-02T00:01:19,1210.48,285.15,72.06,0.1178,3664.55,612.35,153.73,2.6948,1,attack
2025-01-02T00:01:19.500000,1188.43,285.12,69.89,0.1216,3555.28,593.04,132.05,2.5695,1,attack
2025-01-02T00:01:20,1230.44,287.23,73.33,0.123,3768.06,619.27,147.1,3.1302,1,attack
2025-01-02T00:01:20.500000,1169.81,295.77,70.11,0.1183,3814.07,624.11,153.75,3.023,1,attack
2025-01-02T00:01:21,1209.91,289.43,72.5,0.1176,3892.27,621.68,134.1,3.0659,1,attack
2025-01-02T00:01:21.500000,1198.69,280.21,70.61,0.1219,3999.39,631.94,143.4,2.7114,1,attack
2025-01-02T00:01:22,1202.23,283.59,71.72,0.1196,3674.61,638.64,132.94,2.6279,1,attack
2025-01-02T00:01:22.500000,1181.16,288.78,72.49,0.1136,3913.48,618.8,137.08,2.8086,1,attack
2025-01-02T00:01:23,1167.99,285.74,70.17,0.1187,3733.75,639.09,140.28,2.9707,1,attack
2025-01-02T00:01:23.500000,1171.3,284.54,72.76,0.1245,3583.55,599.14,143.54,3.1256,1,attack
2025-01-02T00:01:24,1206.86,280.25,70.43,0.1205,3867.94,614.51,132.45,3.0383,1,attack
2025-01-02T00:01:24.500000,1191.63,287.25,69.45,0.1243,3669.89,653.35,144.29,2.6057,1,attack
2025-01-02T00:01:25,1205.89,292.08,71.14,0.126,3873.29,653.24,141.12,2.8288,1,attack
2025-01-02T00:01:25.500000,1244.09,288.08,71.66,0.1215,3692.68,622.68,148.37,2.8223,1,attack
2025-01-02T00:01:26,1179.01,280.87,72.11,0.1171,3527.78,590.28,148.23,2.8257,1,attack
2025-01-02T00:01:26.500000,1201.39,280.87,71.16,0.1178,3747.41,578.87,147.63,2.8472,1,attack
2025-01-02T00:01:27,1204.85,288.91,73.21,0.1179,3914.85,634.74,142.21,3.0315,1,attack
2025-01-02T00:01:27.500000,1219.19,288.11,73.97,0.1201,3810.98,640.32,138.75,2.9324,1,attack
2025-01-02T00:01:28,1186.56,275.26,72.86,0.1144,3667.17,640.34,145.82,3.051,1,attack
2025-01-02T00:01:28.500000,1151.53,286.27,71.63,0.1236,4080.51,587.54,140.11,2.9924,1,attack
2025-01-02T00:01:29,1191.89,292.46,71.42,0.1189,3596.07,623.82,118.87,2.8076,1,attack
2025-01-02T00:01:29.500000,1230.46,279.03,69.67,0.124,4037.82,586.38,152.13,2.9239,1,attack
2025-01-02T00:01:30,1225.17,281.61,74.14,0.119,3740.71,631.96,137.26,2.59,1,attack
2025-01-02T00:01:30.500000,1203.16,283.64,70.89,0.1245,4254.54,597.21,141.38,2.7819,1,attack
2025-01-02T00:01:31,1254.92,287.1,73.33,0.1243,3824.73,615.38,150.63,2.983,1,attack
2025-01-02T00:01:31.500000,1179.7,281.9,71.44,0.1242,4079.96,673.36,135.04,2.874,1,attack
2025-01-02T00:01:32,1190.4,284.22,73.34,0.1198,4050.01,607.2,145.19,2.7743,1,attack
2025-01-02T00:01:32.500000,1155.91,280.63,72.18,0.1269,3712.68,615.8,143.43,2.7475,1,attack
2025-01-02T00:01:33,1188.39,285.31,71.37,0.1136,3676.47,635.25,144.52,3.0785,1,attack
2025-01-02T00:01:33.500000,1230.13,281.15,70.93,0.1175,3771.11,604.54,138.78,2.7009,1,attack
2025-01-02T00:01:34,1218.83,280.95,70.56,0.1219,3937.24,614.42,146.08,2.9863,1,attack
2025-01-02T00:01:34.500000,1245.58,288.13,74.46,0.1202,4065.93,655.24,139.0,2.7323,1,attack
2025-01-02T00:01:35,1187.7,286.77,70.34,0.1184,4027.47,636.54,123.53,2.6221,1,attack
2025-01-02T00:01:35.500000,1251.81,290.04,71.16,0.1146,3562.59,632.63,153.84,3.1772,1,attack
2025-01-02T00:01:36,1162.18,283.74,70.77,0.1205,3547.1,606.46,133.93,2.9395,1,attack
2025-01-02T00:01:36.500000,1187.64,283.41,72.74,0.1259,4202.0,631.31,139.38,3.0751,1,attack
2025-01-02T00:01:37,1228.01,288.77,69.73,0.1243,3868.06,597.84,135.3,2.9495,1,attack
2025-01-02T00:01:37.500000,1139.72,284.46,71.06,0.1173,3713.13,583.31,147.37,2.4861,1,attack
2025-01-02T00:01:38,1204.06,281.38,74.86,0.1201,3396.57,633.56,132.35,3.0184,1,attack
2025-01-02T00:01:38.500000,1214.83,291.3,72.27,0.1229,3808.12,605.38,147.46,2.6396,1,attack
2025-01-02T00:01:39,1199.13,282.57,73.21,0.1166,3722.32,621.09,150.41,2.7589,1,attack
2025-01-02T00:01:39.500000,1190.38,279.24,70.58,0.1215,3806.09,621.19,152.19,2.564,1,attack
2025-01-02T00:01:40,1255.63,290.04,71.53,0.1214,3670.26,627.92,155.05,2.7395,1,attack
2025-01-02T00:01:40.500000,1194.43,281.76,71.14,0.1186,3591.97,613.46,140.38,2.7811,1,attack
2025-01-02T00:01:41,1144.82,284.34,71.93,0.1268,3805.1,643.2,137.02,3.072,1,attack
2025-01-02T00:01:41.500000,1177.33,287.16,73.21,0.1225,4211.19,605.51,149.9,3.0476,1,attack
2025-01-02T00:01:42,1201.19,292.86,71.79,0.1201,3798.96,588.42,145.33,2.9535,1,attack
2025-01-02T00:01:42.500000,1197.49,292.53,71.37,0.1138,4161.42,645.08,144.38,2.792,1,attack
2025-01-02T00:01:43,1208.21,279.61,71.68,0.1167,3849.76,642.9,132.67,2.974,1,attack
2025-01-02T00:01:43.500000,1204.79,287.92,71.65,0.1225,3667.8,578.28,129.82,2.764,1,attack
2025-01-02T00:01:44,1161.3,291.63,71.88,0.1233,3949.54,620.16,164.76,3.3506,1,attack
2025-01-02T00:01:44.500000,1233.41,281.13,74.06,0.1137,4065.38,556.61,137.77,3.0568,1,attack
2025-01-02T00:01:45,1209.24,278.68,72.25,0.1214,3838.91,609.9,145.99,3.0458,1,attack
2025-01-02T00:01:45.500000,1196.3,291.5,71.77,0.1182,4057.81,652.75,135.66,2.7191,1,attack
2025-01-02T00:01:46,1242.35,284.56,72.0,0.1191,4051.11,673.18,140.49,3.2634,1,attack
2025-01-02T00:01:46.500000,1186.69,283.79,72.97,0.1171,3925.44,607.14,129.19,2.552,1,attack
2025-01-02T00:01:47,1192.23,286.79,70.04,0.1206,3834.47,615.84,133.52,2.8911,1,attack
2025-01-02T00:01:47.500000,1196.58,289.2,70.14,0.1204,3558.35,614.12,132.33,2.6931,1,attack
2025-01-02T00:01:48,1199.91,282.58,74.11,0.1242,3952.9,639.47,140.91,3.0731,1,attack
2025-01-02T00:01:48.500000,1192.94,294.06,70.64,0.1159,3534.95,589.72,128.59,2.8866,1,attack
2025-01-02T00:01:49,1220.49,285.15,70.01,0.1183,3959.88,611.52,134.41,2.5911,1,attack
2025-01-02T00:01:49.500000,1189.85,282.0,71.88,0.1217,3746.33,624.58,143.3,2.6397,1,attack
2025-01-02T00:01:50,1245.26,281.83,72.74,0.1159,3820.93,623.64,151.61,2.8102,1,attack
2025-01-02T00:01:50.500000,1231.19,286.24,74.67,0.1136,3891.61,553.71,139.59,3.0246,1,attack
2025-01-02T00:01:51,1234.69,288.16,71.58,0.122,4278.11,621.87,146.73,2.7766,1,attack
2025-01-02T00:01:51.500000,1225.69,288.87,71.12,0.1228,3956.71,638.35,139.71,3.0602,1,attack
2025-01-02T00:01:52,1177.56,285.04,72.16,0.1242,3616.37,625.98,136.55,2.8687,1,attack
2025-01-02T00:01:52.500000,1209.42,279.53,73.82,0.1215,3636.87,611.54,150.46,2.9211,1,attack
2025-01-02T00:01:53,1176.84,281.65,72.9,0.1227,3868.94,612.77,145.67,2.7967,1,attack
2025-01-02T00:01:53.500000,1179.49,291.78,72.7,0.1172,3825.51,620.68,137.55,2.8899,1,attack
2025-01-02T00:01:54,1177.72,288.73,71.99,0.1142,3756.65,604.73,119.07,2.8234,1,attack
2025-01-02T00:01:54.500000,1224.88,284.54,73.02,0.12,3713.29,601.86,131.02,3.0083,1,attack
2025-01-02T00:01:55,1217.54,283.81,69.09,0.1217,3628.09,623.57,129.21,2.8657,1,attack
2025-01-02T00:01:55.500000,1196.85,274.7,74.33,0.1188,3750.74,633.26,139.65,2.9122,1,attack
2025-01-02T00:01:56,1172.53,284.39,69.25,0.1191,4074.56,582.65,137.54,2.4868,1,attack
2025-01-02T00:01:56.500000,1200.19,286.99,72.55,0.1178,3392.61,589.21,148.8,3.0003,1,attack
2025-01-02T00:01:57,1197.81,285.69,70.52,0.1246,3663.36,630.84,130.7,2.8195,1,attack
2025-01-02T00:01:57.500000,1229.96,280.95,73.08,0.1161,3628.64,619.78,146.8,2.799,1,attack
2025-01-02T00:01:58,1214.85,289.89,70.89,0.1145,3732.45,651.57,134.31,3.0236,1,attack
2025-01-02T00:01:58.500000,1193.7,292.51,75.23,0.1237,3487.15,560.4,140.43,3.005,1,attack
2025-01-02T00:01:59,1212.02,281.91,69.86,0.1233,4153.13,603.38,145.78,3.2951,1,attack
2025-01-02T00:01:59.500000,1195.45,284.28,72.81,0.119,4054.45,609.98,139.78,2.6033,1,attack
2025-01-02T00:02:00,1194.35,280.69,72.5,0.114,3986.18,598.39,152.49,3.0844,1,attack
2025-01-02T00:02:00.500000,1212.86,278.43,71.1,0.1168,3653.49,659.1,138.93,2.7375,1,attack
2025-01-02T00:02:01,1182.05,282.73,72.77,0.1141,3818.65,630.5,127.85,2.6076,1,attack
2025-01-02T00:02:01.500000,1198.86,291.16,73.73,0.1178,4067.76,612.07,137.7,2.8661,1,attack
2025-01-02T00:02:02,1220.15,282.4,71.43,0.1155,3866.7,643.15,146.96,2.6163,1,attack
2025-01-02T00:02:02.500000,1190.81,290.32,72.33,0.1201,3802.0,633.43,142.0,2.7516,1,attack
2025-01-02T00:02:03,1221.15,279.86,73.9,0.1168,3904.1,615.91,136.67,3.0821,1,attack
2025-01-02T00:02:03.500000,1217.83,284.75,74.51,0.1235,3646.96,563.94,140.75,3.0866,1,attack
2025-01-02T00:02:04,1214.66,291.73,71.14,0.1196,3782.34,625.98,145.37,3.1291,1,attack
2025-01-02T00:02:04.500000,1244.22,292.12,72.96,0.1188,3842.92,636.25,140.95,2.6937,1,attack
